month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
03-14,0,0,0,0.07,0,0,0.01,1.85,0,0,0.01,0.03,0,0.57,0,0.02,0,0.13,0.01,0.02,0
03-15,0,0.02,0,0.15,0,0,0,2.34,0,0,0.09,0,0.02,0,0,0.04,0,1.19,0.01,0,0
03-16,0.01,0,0,0.17,0,0,0.06,0,0.05,0,0,0.02,0.08,0.01,0.02,1.12,0.05,0.21,0.03,0.03,0
03-17,0,0,0,0,0,0,0.22,0,0.2,0,0,0.01,0.06,0.03,2.67,1.32,0.03,0.35,0.01,0.03,0
03-18,0.01,0,0,0.02,0.02,0.01,0.05,0,0,0.04,0.06,0,0,0,0.01,0.25,0,0.38,0,0,0
03-19,0,0,0,0.11,0.02,0.03,0,0,0.03,0.05,0.01,0,0,0,0,0,0,0.07,0,0,0.03
03-20,0,0.08,0,0.11,0,0,0,0,0.22,0.01,0,0.01,0,0,0,0,0,0.1,0,0,0.11
03-21,0.3,0.01,0,0.31,0,0,0.02,0.01,0.2,0.07,0,0.13,0.01,0,0,0,0.27,0.01,0.01,0,0
03-22,0.19,0,0,0.36,0,0,0,0.07,0,0,0,0.17,0.03,0.07,0.05,0,0.26,0,0,0,0.01
03-23,0.01,0,0.02,0,0,0,0,0,0,0.02,0,0.86,0.12,0.12,0.04,0,0.01,0.01,0.01,0,0.08
03-24,0.02,0,0.04,0,0,0,0,0,0.01,0,0,1.44,0.01,0.15,0,0,0.32,0.11,0,0,0
03-25,0,0,0,0,0,0.08,0,0,0,0,0,1.6,0.01,0.02,0,0,0.27,0,0,0,0.03
03-26,0,0,0,0,0,0.11,0,0,0,0,0.06,0.67,0.05,0,0,0.02,0.6,0,0.03,0.03,0.04
03-27,0,0,0,0.23,0,0,0.06,0,0,0.01,0.35,0,0.07,0.06,0,0.06,0.3,0,0,0,0.04
03-28,0.82,0,0,0.09,0,0.15,0.02,0,0,0.01,0.26,0,0,0.09,0,0.08,0.15,0,0,0,0.22
03-29,0.01,0.01,0.18,0.96,0,0.45,0,0,0,0.32,1.68,0,0.06,0.33,0.01,0.02,0,0.02,0,0,0.1
03-30,0.49,0.41,0.42,0.8,0.11,0,0,0,0,0.31,0.2,0,0.03,0.01,0,0.06,0.01,0.01,0,0,0.02
03-31,0.8,0.12,0.08,0.43,0,0,0.07,0,0.16,0.06,0,0,0,0.02,0,0.93,0,1.16,0,0,0.01
04-01,0.86,0,0,0.39,0,0,0.01,0,0.02,0.06,0,0,0,0.12,0.03,0.02,0,10.6,0,0,0
04-02,0.03,0,0.03,0.05,0.01,0.06,0,0,0.01,0,0.09,0,0,0,0.17,0.03,0,2.55,0.02,0,0.32
04-03,0,0,0.1,0.02,0.02,0.12,0,0,0.04,0.03,0.37,0.02,0.35,0.01,0.07,0.24,0.1,0.66,0.01,0,0.23
04-04,0.36,0.06,0,0.17,0.4,0,0,0,0.02,0.22,0,0,0.09,0.12,0.07,0.04,0,9.12,0,0,0
04-05,2.1,0.16,0,0.18,0.18,0,0.01,0,0,0.33,0,0.01,0.09,0,0,0,0,3.56,0.02,0,0
04-06,0,0,0.05,0.39,0.13,0.02,0.07,0.07,0,0,0.08,0.12,0.35,0.19,0,0,0,0.01,0.04,0,0
04-07,0,0,0.96,0,0,0.01,0.07,0.07,0.04,0,0.06,0.06,0.41,1.81,0,0,0,0.01,0.03,0,0
04-08,0,0,0,0,0,0,0.02,0.01,0.07,0,0,0,0,0.36,0,0.03,0.01,0,0.03,0,0.02
04-09,0.02,0,0.02,0.02,0,0,0,0.07,0.19,0.08,0.02,0,0.04,0,0.24,0.01,0.01,0,0.04,0,0
04-10,0,0,0.48,0,0,0.05,0,0.08,0.05,0.02,0,0,0.03,0.07,0.18,0,0.08,0.01,0.02,0.03,0
04-11,0.5,0.01,1.09,0,0.6,0.13,0,0.01,0,0.08,0,0,0.07,0.22,0.13,0.02,1.35,0,0,0.03,0.05
04-12,1.41,0,0.54,0,0.2,0.07,0,0.23,0,0,0,0.02,0.11,0.46,0,0.12,0.78,0.02,0,0.07,0.15
04-13,0.58,0,0.09,0,0,0,0,1.55,0.05,0,0,0,0.04,0.29,0,0.03,0.01,0.13,0,0.17,0.15
04-14,0,0.03,0.01,0,0,0,0,0.01,0,0,0.05,0,0.89,0.42,0,0,0,0.21,0.03,0.25,0.03
04-15,0.14,0,0,0.01,0.04,0.06,0.03,0,0,0.07,0.46,0,11.56,0.01,0.01,0,0.02,0.01,0.06,0.07,0.04
04-16,0.07,0,0,0,0,0,0.18,0,0,0.2,0,0,9.38,0.01,0.02,0.12,0,0.01,0,0.06,0
04-17,0,0,0,0,0,0,0.12,0,0,0.1,0,0,10.68,0.02,0,0.04,0,0,0.11,0.03,0
04-18,0,0,0.02,0,0,0,0,0,0,0.15,0.02,0.05,4.02,0.09,0,0.42,0.02,0,0.08,0,0
04-19,0,0,2.83,0.39,0,0,0,0.03,0,0.15,0,7.03,0.01,0.68,0,0.7,0,0.05,0.03,0.07,0
04-20,2.13,0,0.24,0,0.09,0,0,0.02,0,0.08,0,0.32,0.2,1.79,0,0.32,0.01,0.48,0,0.6,0
04-21,11.03,0,0,0.05,0.19,0.39,0,0.56,0,0,0,0,0.03,0,0,0.03,0.03,1.37,0.01,0.06,0.33
04-22,0.97,0.08,0,0.1,0.25,0.71,0,7.47,0.07,0,0,0,0.12,0,0.02,0.08,0.03,0.27,0.24,0,0.55
04-23,0.23,0.52,0,0.18,0.2,0.07,0,0,0.08,0,0.03,0,4.65,0,0,0.16,1.34,0.3,0.04,0.03,0
04-24,0.31,0,0,0,0.23,0,0,0,0.05,0,0.04,0,0.64,0.16,0,0.2,4.52,0.01,0.93,0.06,0
04-25,0.04,0.15,0.01,0,0.24,0,0.18,0,0.14,0,0.09,0.02,0.08,0.72,0,0,0.74,0.01,0.32,0.05,0
04-26,0.01,0.24,0.02,0,0.09,0,0.04,0.28,2.11,1.22,0.26,0.02,0,0,0.15,0,0.14,0,9.58,0.05,0
04-27,0.09,0.1,0.06,0,2.67,0,0,0.5,0.55,0.03,0.03,0,0,0,0,0,0.13,0.01,0.2,0.32,0
04-28,0.03,0.35,0.01,0.03,0.89,0.03,0.08,0.13,0.27,0.02,0,0,0.01,0,0,0.06,0,0,0,4.58,0
04-29,0,0.06,0,0.01,0.02,0.03,0,0,0,0.09,0,0,0,0.02,0,0,0,0.04,0,2.54,0.84
04-30,0,0,0,0.4,0.04,0.09,0,0,0,1.69,0.1,0,0.01,1.04,0,0,0,0.02,0,0.85,1.2
05-01,0.31,0,0.01,0.81,0,0.27,0.19,0,0.04,0.43,1.48,0.04,0.1,3.89,0.59,0,0.01,0.1,0,0,0
05-02,5.64,0.03,0.11,0,0,0.65,0.13,0,0,8.62,1.34,0.51,0.05,0.38,0.2,0.01,0.02,0.53,0,0,0
05-03,0.01,3.83,0.31,0.01,0,0.41,0,0,0,3.98,0.54,0,0.01,0.1,0.01,0.07,0,0.35,0,0.03,0
05-04,0,3.39,0.17,0.18,0.01,0.03,0.1,0,0.32,0,0.3,0,0.08,2.21,0.01,1.2,0,0.04,0,0.24,0.02
05-05,0.78,0,0.21,0.23,0.03,0,10.99,0,0.52,0,0.3,0,0.03,2.84,0.13,0.03,0.01,0,0,0.49,0
05-06,0,0,0.1,0.13,0.05,0.01,1.5,0.17,1.25,0,0.11,0,0.04,4.15,0.55,0.04,0.03,0,0,0.15,0.07
05-07,0.02,0.85,0.21,0,0,0.25,0,0.16,0.14,0,0.33,0,0.1,20.14,0.09,0.09,0.03,0.1,0.02,0.01,12.06
05-08,0.07,0.54,0.12,0,0,0.1,0,0,0,0,0.9,0.25,0.04,1.22,0,0.34,0.06,0.02,0.13,0,0
05-09,0.06,2.34,0.33,0.03,0,0.05,0,0.13,0,0.22,0.57,0.12,0.06,0.01,0.01,0.25,0.04,0,0,0,0
05-10,0.63,0.22,0.18,0.07,0,0.14,0,0.18,0.09,0.07,0.38,0,3.73,7.21,0,0,0.02,0,0.01,0,0.09
05-11,4.37,0,0.19,0.01,0,0.17,0.86,0,0.03,0,0.2,0,6.76,36.28,0.01,0,0,0,0.01,0,0
05-12,0.02,1.92,0.12,0.01,0,0.17,0.07,0,0,0.02,0.15,0,0.01,2.28,0.15,0.02,0,0.01,0.02,0,0.32
05-13,0.06,1.61,0.13,0.16,0.01,1.06,0.61,0.28,0,0.01,0.03,0,0.05,0.41,0.2,0.02,0,0.11,0,0,0
05-14,0,0.01,0.08,0,0,0,9.14,0.56,0,0.01,0.21,0,11.68,2.19,0.22,0.05,0,0.05,0,0,0
05-15,0.04,0.01,0.5,0.4,0,0,3.23,0.31,0.04,0,0.46,0.01,0.13,0,0,0.26,0,0.01,0.01,0.06,0.08
05-16,0,0.02,3.34,0,0.03,0.1,0,0.26,0.39,0.01,0.26,0.8,0.03,0.23,0,0.3,0.01,0,0.01,0.23,0.16
