month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
05-01,4.13,0.17,0.76,5.77,28.48,1.06,4.07,0,3.74,0.28,0.76,0.05,0,0.83,0.84,0.11,0,0.24,0.07,0.85,11.09
05-02,0.44,15.67,0.11,18.28,4.34,0.25,0.15,2.55,4.19,4.17,0.01,0.07,0.04,0.04,0.2,0,0.07,0,0.49,0.26,7.93
05-03,2.64,10.91,0.76,4.28,1.62,2.43,0,11.19,0.44,14.7,0.04,0.01,0.69,4.18,0,0.01,13.21,0.01,0.05,7.07,0.18
05-04,8.77,4.55,0.5,0.04,0.51,0.79,0,3.8,0.66,0.02,0.1,0.02,0.47,0.55,0.03,0.02,2.19,0.01,0.04,35.33,0.02
05-05,0.88,0.14,1.56,0.31,2.59,0.1,0.03,2.96,0.11,7.53,8.17,0.15,25.07,0.14,0.62,0.01,20.5,0.01,0.06,2.7,0.21
05-06,0.2,0,0.8,0.35,0.17,18.06,0,0.22,0,38.19,1.39,1.71,0.4,0.06,2.44,0.14,1.02,0.15,0.07,5.09,0.85
05-07,0.04,0.04,0.45,0.47,0,0.03,0.01,7.96,0,2.02,0.75,8.31,0,0.44,0.01,0.07,0,0.93,0.14,0.07,0.04
05-08,0,3.61,0.01,0.04,0,11.86,0.01,1.04,0.07,0,3.56,0.17,0.02,0.21,0.01,0.12,0.02,0.12,0.15,0.44,0.33
05-09,0,0.03,0.72,0.01,3.96,4.25,0.09,0.11,9.06,0.01,8.41,0,0.06,0.24,0.04,1.29,0.05,1.97,9.44,11.97,2.96
05-10,0.07,0,1.12,1.19,6.06,5.55,0,0.2,5.03,0.5,0.18,0.05,0.26,1.88,0.28,1.34,0.04,0.45,5.09,1.7,0.73
05-11,1.5,0.01,3.38,1.43,1.99,3.85,0,11.89,3.72,0.62,0,1.05,4.25,16.15,2.39,0.3,0.08,1.4,0.96,4.1,0.89
05-12,18.29,0,8.2,0.46,0.64,0.19,0.73,0.67,0.48,0.03,0.12,21.02,0.6,1.13,0.15,9.6,0.03,5.78,0,0.96,0.24
05-13,0.88,0,0.23,0,0,0.78,3.42,1.35,0.83,0.03,9.21,4.62,1.9,0.4,32.32,5.47,0.02,0.1,0.03,0.57,0.13
05-14,0.78,0,4.76,0,0,0.26,0.92,2.5,8.94,0.01,13.76,18.72,0.03,0.23,3.87,0.17,0.03,0.11,0.7,0.59,0.15
05-15,0.47,0.11,9.52,0.02,0,6.06,6.47,20.62,6.09,0,6.25,15.71,0.2,0.32,6.52,0.24,0.23,5,10.6,8.69,4.08
05-16,1.65,0.43,3.25,0,0.12,0.96,3.96,0.47,4.89,0.03,0.09,2.82,4.54,0.09,6.83,2.98,0.63,1.55,11.52,0.51,0.32
05-17,1.37,6.15,0.04,0,0,1.81,8.58,0.09,0.02,5.48,0,0.34,4.04,10.06,1.54,0.13,0.49,24.46,2.77,0.07,0.01
05-18,1.03,3.31,0.07,0,0,3.63,2.29,0.8,0.17,1.78,0,0.01,10.18,22.3,0.69,0.02,0.63,1.44,0.15,0.02,0.09
05-19,0.6,0.47,0.17,0,0.01,0.48,6.35,0,0.58,3.03,0,0.2,0,0.34,5.65,0.06,0.48,0.01,0.85,11.8,0.16
05-20,0.08,8.05,0,0.11,0.43,3.66,3.38,0,0.06,0.45,0,0.38,4.17,4.5,0.16,0.01,0,0.05,9.35,18.7,0.59
05-21,0.07,16.99,0.6,0.19,0.06,1.13,5.62,0.01,0,0.62,2.23,2.46,1.26,0.56,0.62,0.09,0,0.02,0.11,1.28,14.79
