month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
04-22,10.51,0.33,0.58,0.13,2.57,0.65,0.01,7.25,8.26,7.79,0,3.37,3.81,1.44,5.24,9.3,4.62,5.49,1.74,16.94,5.05
04-23,3.67,13.35,5.59,0,6.23,0.15,0,2.69,6.08,6.34,0.89,12.79,3.97,2.19,2.68,12.85,8.34,9.49,4.29,6.98,1.46
04-24,11.87,5.18,6.02,0,18.98,0,1.2,4.4,12.18,0.43,1.62,2.5,4.51,11.84,4.53,5,3.71,0.28,14.58,0.91,10.35
04-25,3.55,14.83,4.03,4.85,20.63,0,2.75,7.17,8.55,5.89,0.79,1.6,11.77,17.7,1.37,4.28,2.34,5.27,2.35,3.8,3.98
04-26,0.78,5.6,10.1,1.22,6.3,1.4,8.8,12.38,7.63,1.11,2.89,1.39,6.08,7.53,2.03,0.77,5.59,8.47,12.82,4.79,0.73
04-27,2.82,0.14,10.3,0.77,15.08,0.64,3.03,11.09,0.86,2.87,0.32,3.55,21.39,3.41,10.37,6.29,2.08,19.87,5.7,7.36,19.49
04-28,5.71,0.06,11.9,2.3,8.2,0.02,4.36,5.59,6.7,0.99,1.68,1.58,10.99,10.4,14.42,7.17,3.37,11.59,2.46,14.07,14.55
04-29,6.13,0.59,11.63,0.04,9.86,0.01,0.95,6.01,2.52,8.46,4.69,0.59,5.09,4.17,5.76,2.56,3.81,17.33,2.08,10.24,9.17
04-30,5.53,7.97,15.87,0,7.62,7.19,2.33,2.63,5.68,1.31,0.29,10.79,4.71,9.2,4.78,0.71,6.7,6.39,2.24,22.16,2.86
05-01,2.35,0.33,0.55,1.57,12.54,0.08,0.88,2.41,6.3,11.61,0.48,2,7.58,7.22,4.22,5.07,2.58,7.73,1.85,4.18,1.61
05-02,6.23,0.94,3.41,0.61,7.24,4.61,6.99,0.79,3.2,7.18,7.37,4.1,3.81,2.49,2.46,2.54,4.5,15.18,1.96,2.8,11.69
05-03,7.29,3.36,2.43,1.31,11.15,6.53,13.77,3.44,6.55,7.83,4.17,13.06,6.74,7.43,3.6,2.95,5.59,4.54,3.93,3.55,8.07
05-04,1.45,2.58,2.11,0.1,4.88,2.17,8.18,2.11,4.9,17.88,0.11,9.7,1.43,5.89,9.07,1.69,2.42,1.51,2.53,2.67,16.19
05-05,3.35,0.56,1.98,0,5.21,0,18.33,0.17,10.16,14.81,0.03,2.23,11.29,9.49,4.17,1.37,6.22,4.32,6.86,5.71,4.79
05-06,11.91,0,4.37,0,0.62,2.57,10.69,0.15,4.83,8.73,11.91,0.74,4.95,8.87,2.48,0.32,6.25,6.53,4.15,4.61,3.01
05-07,1.44,0.21,9.9,0.73,0.09,0.46,0.02,0.14,1.56,8.43,15.08,5.47,6.59,8.15,3.46,2.3,5.01,5.39,2.2,1.7,1.62
05-08,2.87,0.37,9.66,1.13,0.56,0,0,0.15,1.4,3.72,31.5,0.84,10.57,7.41,13.92,2.59,3.89,6.68,0.59,2.02,7.81
05-09,2.73,3.09,8.33,2.97,1.57,0,0,0.35,1.06,1.83,15.02,2.96,16.54,19.9,13.57,6.16,2.84,1.06,1.49,6.05,0.67
05-10,0.19,2.42,3.59,0.56,1.39,0.07,0.92,0.27,0.69,2.96,3.21,0.84,15.47,14.09,4.35,2.92,1.04,2.1,3.85,4.2,0.06
05-11,13.24,0.13,6.25,0.01,0.96,0.29,0.06,2.2,6.82,2.41,23.3,1.31,4.95,10.8,2.6,4.31,17.9,0.65,2.01,3.77,0.47
05-12,4.8,1.51,6.92,0.29,2.41,0.02,0,1.69,9.77,0.72,9.22,4.42,1.83,11.55,7.42,6.4,11.79,0.24,3.26,4.81,1.18
05-13,1.87,0.8,0.42,0.02,1.71,0.27,0,3.52,2.79,1.45,0.42,1.32,16.31,8.51,8.23,11.07,2.59,0.15,0.6,12.85,3.11
05-14,3.25,8,0.03,0,4.33,0,0,3.8,5.83,1.94,1.81,2.19,1.6,5.32,3.58,4.46,2.2,1.99,5.88,3.83,1.97
05-15,0.81,5.82,0.02,0,4.74,0.07,0,2.54,5.71,2.3,4.77,0.78,1.02,11.31,9.3,3.31,0.91,1.28,4.02,9.74,4.82
05-16,21.03,1.52,0.25,0.21,7.22,0.79,0.01,2.58,4.16,2.7,0.05,0.64,6.85,10.68,4.71,8.22,0.37,2.03,5.06,2.35,7.51
05-17,19.92,5.01,0.18,3.81,8.6,0.11,0,0.53,2.99,1.6,0.83,1.16,1.56,9.37,3.99,5.41,1.71,19.72,7.09,0.31,1.44
05-18,8.96,0.85,0.33,3.22,15.66,0,0,0.05,3.49,0.61,0.22,0.26,0.4,6.05,4.07,2.74,0.96,3.37,11.26,0.95,0.19
05-19,1.84,4.14,0.3,0.44,4.7,0,0.09,0.14,3.56,1.14,0.88,0.3,0.4,0.45,6.25,5.16,3.64,3.2,3.62,0.87,0.18
05-20,21.87,4.25,0.55,1.34,3.8,0,2.24,0.52,2.81,4.91,2.36,2.33,1.84,2.84,6.83,9.2,1.59,0.43,1.24,4.31,1.13
05-21,1.97,0.31,2.11,2.99,1.24,0,19.9,2.56,1.99,8.95,0.04,3.07,4.02,8.59,3.15,2.2,0.56,0,0.84,5.32,0.75
